     0/219     2.47G   0.08538   0.03419         0    0.1196         0       256         0         0 0.0001195 1.822e-05   0.09329   0.03745         0
     1/219     2.47G   0.07432   0.03518         0    0.1095         0       256         0         0  0.003813 0.0007658   0.08579   0.03798         0
    29/219     2.47G   0.03468  0.008906         0   0.04358         0       256    0.3562    0.9288    0.7648    0.4104   0.03782   0.01986         0
    30/219     2.47G   0.03194   0.00828         0   0.04022         0       256    0.4722    0.9286    0.8339    0.4107   0.03575   0.02003         0
    31/219     2.47G   0.03286  0.008105         0   0.04096         0       256    0.3791    0.9286     0.685    0.3512   0.04115   0.02007         0
    32/219     2.47G   0.03386  0.009077         0   0.04294         0       256    0.5049    0.9286     0.898    0.5758   0.03282   0.01945         0
    33/219     2.47G    0.0276  0.007991         0   0.03559         0       256    0.4015    0.9286    0.8515    0.4482   0.03665    0.0166         0
    34/219     2.47G   0.02907  0.007542         0   0.03661         0       256    0.5351    0.8929    0.8834    0.5358   0.03392    0.0174         0
    35/219     2.47G   0.02816  0.007468         0   0.03563         0       256    0.5716    0.8929    0.8626    0.4689     0.035   0.01648         0
    36/219     2.47G   0.03291  0.007479         0   0.04039         0       256      0.52    0.9286    0.9107     0.549   0.03489   0.01557         0
    37/219     2.47G   0.02505  0.007494         0   0.03254         0       256    0.5203    0.9643    0.9422    0.5556   0.03294   0.01616         0
    38/219     2.47G   0.02622  0.007567         0   0.03379         0       256    0.5664    0.9643     0.955    0.6243   0.03033   0.01614         0
    39/219     2.47G   0.02299  0.007096         0   0.03008         0       256    0.5447    0.9643    0.9498    0.5846   0.03216   0.01619         0
    40/219     2.47G     0.027  0.007347         0   0.03434         0       256     0.417    0.9643     0.884    0.5595   0.03675   0.01678         0
    41/219     2.47G   0.03132  0.007272         0   0.03859         0       256    0.5337    0.9643    0.9478    0.6303    0.0327   0.01644         0
    42/219     2.47G   0.02458  0.007242         0   0.03182         0       256    0.5875    0.9643    0.9483    0.5577   0.03213   0.01708         0
    43/219     2.47G   0.02443  0.007381         0   0.03181         0       256    0.4837     0.937    0.8494    0.5653   0.03213   0.01765         0
    44/219     2.47G   0.02317  0.006909         0   0.03008         0       256    0.4419    0.9286    0.8538    0.5294   0.03667   0.01828         0
    45/219     2.47G   0.03073  0.007181         0   0.03791         0       256    0.6257    0.9286      0.91    0.6295   0.03423   0.01933         0
    46/219     2.47G   0.02199  0.007254         0   0.02925         0       256    0.8127    0.9286    0.9321    0.6443   0.02986   0.01775         0
    47/219     2.47G   0.01963  0.006433         0   0.02606         0       256    0.4317    0.9643    0.9169    0.6042   0.03308   0.01637         0
    48/219     2.47G   0.02292  0.006156         0   0.02908         0       256    0.4708    0.9643    0.9292       0.6   0.03497   0.01674         0
    49/219     2.47G   0.02668  0.006543         0   0.03323         0       256    0.5309    0.9286    0.8472    0.4817    0.0318   0.01939         0
    50/219     2.47G   0.02296  0.006608         0   0.02957         0       256    0.7528    0.9286    0.9337    0.6538   0.02929   0.01926         0
    51/219     2.47G   0.01855  0.006329         0   0.02488         0       256    0.6281    0.9643     0.935    0.6576      0.03   0.01672         0
    52/219     2.47G   0.02141  0.006143         0   0.02756         0       256    0.4367    0.9643    0.9052    0.5803   0.03052   0.01578         0
    53/219     2.47G   0.02251  0.006162         0   0.02867         0       256    0.4934    0.9643    0.9504    0.6502   0.03192   0.01594         0
    54/219     2.47G   0.02029  0.006125         0   0.02642         0       256    0.6405    0.9643    0.9521    0.6779   0.03064   0.01705         0
    55/219     2.47G   0.02352  0.006168         0   0.02969         0       256    0.6082    0.9643    0.9463    0.6418    0.0301   0.01697         0
    56/219     2.47G   0.01946  0.006034         0   0.02549         0       256    0.6991    0.9643    0.9463    0.6588   0.02971   0.01673         0
    57/219     2.47G   0.01816  0.005638         0    0.0238         0       256    0.6756    0.9643    0.9502    0.5993   0.03096   0.01649         0
    58/219     2.47G   0.01857  0.005438         0   0.02401         0       256      0.63    0.9643    0.9458    0.6557   0.03034   0.01622         0
    59/219     2.47G   0.02001  0.005503         0   0.02551         0       256    0.5884    0.9643    0.9319    0.5889   0.03332   0.01667         0
    60/219     2.47G   0.02474   0.00623         0   0.03097         0       256    0.7221    0.9643    0.9428    0.6705   0.03088   0.01768         0
    61/219     2.47G   0.01845  0.005924         0   0.02438         0       256    0.7264    0.9643     0.938    0.6532   0.02863   0.01746         0
    62/219     2.47G   0.01777   0.00571         0   0.02348         0       256    0.7242    0.9379    0.9412    0.6508   0.02742   0.01629         0
    63/219     2.47G   0.01658  0.005395         0   0.02197         0       256    0.6882     0.946    0.9411    0.6544    0.0279    0.0162         0
    64/219     2.47G   0.01824  0.005593         0   0.02383         0       256    0.6635    0.9643     0.942    0.6762   0.02676    0.0163         0
    65/219     2.47G   0.01809   0.00557         0   0.02366         0       256    0.6676    0.9286    0.9355    0.6446   0.02702   0.01695         0
    66/219     2.47G   0.01687  0.005465         0   0.02233         0       256    0.6812    0.9643    0.9433    0.6745    0.0269   0.01648         0
    67/219     2.47G   0.01912  0.005578         0    0.0247         0       256    0.6637    0.9643    0.9179    0.5944   0.03009   0.01693         0
    68/219     2.47G   0.01779  0.005792         0   0.02359         0       256    0.6397    0.9513    0.9304    0.6279   0.03014   0.01729         0
    69/219     2.47G   0.01962  0.005799         0   0.02541         0       256    0.7065    0.9286    0.9309    0.6486   0.02836   0.01749         0
    70/219     2.47G   0.01628  0.005246         0   0.02152         0       256    0.6424    0.9643    0.9382    0.6828    0.0272   0.01657         0
    71/219     2.47G   0.01538  0.004987         0   0.02037         0       256    0.6414    0.9643    0.9366    0.6568   0.02707   0.01623         0
    72/219     2.47G   0.01737  0.005282         0   0.02265         0       256    0.6706    0.9456    0.9299    0.5823    0.0283    0.0171         0
    73/219     2.47G   0.01737  0.005328         0    0.0227         0       256    0.6737    0.9286    0.9196    0.6337   0.03138   0.01897         0
    74/219     2.47G   0.01937  0.005499         0   0.02487         0       256    0.7692    0.9286    0.9368    0.6759   0.02865   0.01923         0
    75/219     2.47G   0.01465  0.005287         0   0.01993         0       256    0.7661    0.9643    0.9474    0.6477   0.02843   0.01819         0
    76/219     2.47G   0.02004  0.005511         0   0.02555         0       256    0.7356    0.9643    0.9532    0.6667    0.0291   0.01763         0
    77/219     2.47G   0.01745  0.005222         0   0.02267         0       256    0.6842    0.9643    0.9478     0.704   0.02895   0.01817         0
    78/219     2.47G   0.01438  0.004851         0   0.01923         0       256    0.7324    0.9643    0.9519    0.7344    0.0264   0.01797         0
    79/219     2.47G   0.01357  0.004577         0   0.01815         0       256    0.7233    0.9643    0.9495    0.7255   0.02765    0.0175         0
    80/219     2.47G   0.01613  0.004794         0   0.02092         0       256    0.7039    0.9643    0.9438    0.6799   0.02804   0.01779         0
    81/219     2.47G   0.01388  0.004542         0   0.01842         0       256    0.7914    0.9643    0.9394    0.6848   0.02943   0.01856         0
    82/219     2.47G   0.01382  0.004473         0    0.0183         0       256    0.6949    0.9643    0.9383     0.695   0.02933   0.01866         0
    83/219     2.47G   0.01569  0.004775         0   0.02047         0       256    0.7311    0.9286    0.9374    0.7072   0.02862   0.01883         0
    84/219     2.47G   0.01387  0.004562         0   0.01843         0       256    0.7272    0.9286    0.9317    0.6673   0.02861   0.01912         0
    85/219     2.47G   0.01426  0.004704         0   0.01897         0       256     0.747    0.9286    0.9247    0.6831   0.02883   0.01913         0
    86/219     2.47G   0.01441  0.004467         0   0.01888         0       256    0.7705    0.9286    0.9287    0.6554   0.02811   0.01852         0
    87/219     2.47G   0.01305  0.004518         0   0.01756         0       256    0.7658    0.9286    0.9291    0.6914   0.02827   0.01817         0
    88/219     2.47G   0.01707  0.004927         0   0.02199         0       256    0.7324    0.9286    0.9299    0.7009   0.02817   0.01838         0
    89/219     2.47G   0.01474  0.004735         0   0.01948         0       256    0.7305    0.9286    0.9322    0.6978   0.02734    0.0183         0
    90/219     2.47G   0.01061   0.00432         0   0.01494         0       256    0.6749    0.9286    0.9443    0.6929   0.02702   0.01724         0
    91/219     2.47G   0.01377  0.004487         0   0.01826         0       256    0.7077    0.9286    0.9396      0.67   0.02796   0.01727         0
    92/219     2.47G   0.01485  0.004665         0   0.01952         0       256    0.7007    0.9643    0.9423    0.6957    0.0268   0.01715         0
    93/219     2.47G   0.01286  0.004351         0   0.01721         0       256    0.7397    0.9643    0.9345    0.6994   0.02794   0.01787         0
    94/219     2.47G   0.01245  0.004359         0   0.01681         0       256    0.7136    0.9643    0.9316      0.69   0.02655   0.01818         0
    95/219     2.47G   0.01156  0.004219         0   0.01578         0       256    0.7413    0.9643    0.9353    0.6955   0.02694    0.0181         0
    96/219     2.47G    0.0145  0.004529         0   0.01903         0       256    0.6894    0.9643    0.9383    0.6929   0.02644   0.01785         0
    97/219     2.47G   0.01285  0.004426         0   0.01727         0       256    0.6961    0.9643    0.9407    0.7053   0.02695   0.01778         0
    98/219     2.47G   0.01323  0.004329         0   0.01756         0       256    0.6902    0.9643    0.9438    0.7267    0.0261   0.01769         0
    99/219     2.47G    0.0124  0.004191         0    0.0166         0       256    0.6998    0.9643    0.9427    0.7126   0.02684   0.01762         0
   100/219     2.47G   0.01298  0.004525         0    0.0175         0       256    0.7197    0.9643    0.9415    0.6962    0.0268   0.01806         0
   101/219     2.47G   0.01046  0.004039         0    0.0145         0       256    0.7365    0.9643    0.9386    0.7012   0.02668   0.01826         0
   102/219     2.47G   0.01101  0.003963         0   0.01498         0       256    0.6952    0.9643    0.9423    0.6813   0.02684   0.01802         0
   103/219     2.47G   0.01168  0.003903         0   0.01559         0       256    0.7063    0.9286    0.9381     0.686   0.02673   0.01804         0
   104/219     2.47G   0.01168  0.004177         0   0.01586         0       256    0.7237    0.9286    0.9412    0.6973   0.02729   0.01802         0
   105/219     2.47G   0.01342  0.004174         0    0.0176         0       256    0.7689    0.9286    0.9455    0.7053   0.02742   0.01859         0
   106/219     2.47G   0.01093  0.003974         0    0.0149         0       256    0.7596    0.9286    0.9445    0.6921   0.02685   0.01855         0
   107/219     2.47G   0.01113  0.003907         0   0.01504         0       256    0.7364    0.9286     0.939    0.6835   0.02713   0.01875         0
   108/219     2.47G   0.01279  0.004167         0   0.01696         0       256    0.8181    0.9637    0.9438    0.7204   0.02726   0.01907         0
   109/219     2.47G   0.01062  0.003896         0   0.01451         0       256    0.7273    0.9286    0.9401    0.6657   0.02824   0.01912         0
   110/219     2.47G   0.01208  0.004015         0   0.01609         0       256    0.7322    0.9286    0.9402    0.6884   0.02758   0.01928         0
   111/219     2.47G   0.01135  0.003848         0   0.01519         0       256    0.7876    0.9286    0.9386    0.6774   0.02792   0.01921         0
   112/219     2.47G    0.0113  0.004001         0    0.0153         0       256    0.8229    0.8929    0.9415    0.6955   0.02776   0.01948         0
   113/219     2.47G  0.009999  0.003606         0   0.01361         0       256    0.8383    0.9261    0.9435    0.6916   0.02763   0.01949         0
   114/219     2.47G  0.009619  0.003587         0   0.01321         0       256    0.8422     0.953    0.9444    0.6892   0.02767   0.01916         0
   115/219     2.47G    0.0128  0.004059         0   0.01686         0       256    0.8086    0.9286    0.9418    0.6779    0.0278   0.01941         0
   116/219     2.47G   0.01085  0.003897         0   0.01475         0       256    0.7582    0.8961    0.9372    0.6741   0.02933   0.02007         0
   117/219     2.47G   0.01413  0.004144         0   0.01827         0       256    0.8261    0.8929    0.9364    0.7089   0.02868   0.02011         0
   118/219     2.47G  0.009746  0.003726         0   0.01347         0       256    0.7963    0.8929    0.9364    0.7037   0.02815   0.01967         0
   119/219     2.47G  0.009137  0.003558         0   0.01269         0       256    0.7639    0.8929     0.934    0.6894    0.0282   0.01934         0
   120/219     2.47G   0.01142  0.004075         0    0.0155         0       256    0.7769    0.9286    0.9402    0.7055   0.02741   0.01923         0
   121/219     2.47G  0.009232  0.003474         0   0.01271         0       256    0.8005    0.9286     0.941    0.7116   0.02806    0.0194         0
   122/219     2.47G  0.009944  0.003535         0   0.01348         0       256    0.7683    0.9643     0.941    0.7282   0.02694   0.01892         0
   123/219     2.47G  0.008781  0.003423         0    0.0122         0       256    0.7817    0.9643    0.9385       0.7   0.02694   0.01908         0
   124/219     2.47G  0.009371  0.003627         0     0.013         0       256    0.7453    0.9643    0.9345    0.7089   0.02728   0.01906         0
   125/219     2.47G   0.01046  0.003799         0   0.01426         0       256    0.7663    0.9371    0.9389    0.7091   0.02751   0.01929         0
   126/219     2.47G  0.008751  0.003371         0   0.01212         0       256    0.7659    0.9347    0.9381    0.7279   0.02644   0.01923         0
   127/219     2.47G  0.009565  0.003546         0   0.01311         0       256    0.7586    0.9286    0.9342    0.7176   0.02687   0.01951         0
   128/219     2.47G  0.009539  0.003537         0   0.01308         0       256    0.7716    0.9286    0.9387    0.7181   0.02634   0.01931         0
   129/219     2.47G  0.008566  0.003332         0    0.0119         0       256     0.762    0.9286    0.9379    0.6969   0.02612   0.01966         0
   130/219     2.47G   0.00833  0.003253         0   0.01158         0       256    0.7898    0.9643      0.94     0.721   0.02562   0.01922         0
   131/219     2.47G  0.008216  0.003282         0    0.0115         0       256    0.7703    0.9286    0.9387    0.7014   0.02606    0.0192         0
   132/219     2.47G  0.009731  0.003646         0   0.01338         0       256    0.7734    0.9286    0.9387    0.6962   0.02625   0.01913         0
   133/219     2.47G  0.009811  0.003575         0   0.01339         0       256    0.7916    0.9286    0.9396    0.6854   0.02609   0.01943         0
   134/219     2.47G  0.007227  0.003087         0   0.01031         0       256    0.7621    0.9643    0.9433    0.7202   0.02625   0.01897         0
   135/219     2.47G  0.008491  0.003323         0   0.01181         0       256    0.7469    0.9643    0.9462    0.7202   0.02647   0.01881         0
   136/219     2.47G  0.009112   0.00348         0   0.01259         0       256    0.7544    0.9643    0.9478    0.7109   0.02627   0.01864         0
   137/219     2.47G  0.008731  0.003374         0   0.01211         0       256    0.7456    0.9643    0.9456    0.6994   0.02655   0.01894         0
   138/219     2.47G  0.008527  0.003265         0   0.01179         0       256    0.7679    0.9643    0.9426    0.7079   0.02656   0.01876         0
   139/219     2.47G  0.008729  0.003362         0   0.01209         0       256    0.7765    0.9643    0.9406    0.7066   0.02635   0.01889         0
   140/219     2.47G  0.008057  0.003301         0   0.01136         0       256    0.7768    0.9643      0.94    0.6961   0.02657   0.01916         0
   141/219     2.47G  0.007838  0.003163         0     0.011         0       256     0.781    0.9643    0.9417    0.6902   0.02717    0.0192         0
   142/219     2.47G  0.007424   0.00305         0   0.01047         0       256    0.7501    0.9643    0.9427    0.6908   0.02679   0.01895         0
   143/219     2.47G  0.007225  0.003061         0   0.01029         0       256    0.7033    0.9311    0.9374    0.7011   0.02656   0.01917         0
   144/219     2.47G  0.008037  0.003183         0   0.01122         0       256    0.7068    0.9286    0.9328    0.7035     0.027    0.0195         0
   145/219     2.47G  0.008525  0.003138         0   0.01166         0       256    0.7406    0.9286    0.9297     0.678   0.02693   0.01987         0
   146/219     2.47G  0.009059  0.003219         0   0.01228         0       256    0.7703    0.9286    0.9303    0.6973   0.02705   0.01968         0
   147/219     2.47G  0.008207  0.003126         0   0.01133         0       256    0.8337    0.9286    0.9308    0.7058   0.02726   0.01975         0
   148/219     2.47G  0.007503  0.003127         0   0.01063         0       256    0.7857    0.9286    0.9357    0.7025   0.02715   0.01953         0
   149/219     2.47G  0.007217  0.003059         0   0.01028         0       256    0.7959    0.9286    0.9377     0.703   0.02683   0.01931         0
   150/219     2.47G  0.007515  0.003093         0   0.01061         0       256    0.7746    0.9286    0.9388    0.7085   0.02666   0.01904         0
   151/219     2.47G  0.007035  0.002947         0  0.009982         0       256    0.7739    0.9286    0.9409    0.6961   0.02663   0.01907         0
   152/219     2.47G  0.008407  0.003264         0   0.01167         0       256    0.7713    0.9286    0.9409    0.7061    0.0268   0.01913         0
   153/219     2.47G  0.006603  0.002785         0  0.009388         0       256    0.7654    0.9286    0.9417    0.7147   0.02691   0.01924         0
   154/219     2.47G  0.007415  0.002934         0   0.01035         0       256    0.7792    0.9643     0.945    0.7318   0.02621   0.01885         0
   155/219     2.47G  0.006472  0.002749         0  0.009221         0       256    0.7673    0.9286    0.9417    0.7095   0.02605     0.019         0
   156/219     2.47G  0.006165  0.002832         0  0.008997         0       256    0.7801    0.9643    0.9423     0.691   0.02609   0.01892         0
   157/219     2.47G  0.007312  0.003037         0   0.01035         0       256     0.793    0.9579    0.9423    0.7203   0.02643   0.01915         0
   158/219     2.47G  0.008101  0.003024         0   0.01112         0       256     0.817     0.957    0.9417     0.702   0.02621   0.01921         0
   159/219     2.47G  0.005946    0.0027         0  0.008647         0       256    0.7695    0.9286    0.9368     0.691   0.02631   0.01928         0
   160/219     2.47G  0.006705  0.002877         0  0.009582         0       256    0.7926    0.9286    0.9422    0.7084   0.02628   0.01932         0
   161/219     2.47G  0.006221  0.002734         0  0.008955         0       256    0.8173    0.9586    0.9417    0.6954   0.02626   0.01929         0
   162/219     2.47G  0.005655  0.002643         0  0.008298         0       256    0.7946    0.9643    0.9426    0.7157   0.02593   0.01898         0
   163/219     2.47G  0.006398  0.002722         0   0.00912         0       256    0.8004    0.9643    0.9414     0.716   0.02621   0.01903         0
   164/219     2.47G  0.006534  0.002858         0  0.009391         0       256    0.7969    0.9643    0.9424    0.6779   0.02628   0.01916         0
   165/219     2.47G  0.006547  0.002734         0   0.00928         0       256    0.8061    0.9643    0.9418    0.6874   0.02652    0.0193         0
   166/219     2.47G  0.006659  0.002653         0  0.009312         0       256    0.7778    0.9643      0.94    0.6749    0.0264   0.01945         0
   167/219     2.47G  0.006614  0.002816         0   0.00943         0       256      0.79    0.9643    0.9416    0.6826   0.02647   0.01948         0
   168/219     2.47G   0.00634  0.002757         0  0.009096         0       256    0.8015    0.9643    0.9451    0.7012   0.02607   0.01929         0
   169/219     2.47G  0.005475   0.00253         0  0.008005         0       256    0.7413    0.9643    0.9398    0.6784   0.02637   0.01923         0
   170/219     2.47G  0.005584   0.00248         0  0.008064         0       256    0.7809    0.9643    0.9423    0.7039   0.02601   0.01913         0
   171/219     2.47G  0.005758  0.002467         0  0.008225         0       256    0.7678    0.9286    0.9372    0.6861   0.02681   0.01931         0
   172/219     2.47G  0.005884  0.002564         0  0.008448         0       256    0.7718    0.9286    0.9388    0.6789   0.02679    0.0194         0
   173/219     2.47G  0.006026  0.002508         0  0.008534         0       256     0.776    0.9286    0.9355    0.6943   0.02683   0.01957         0
   174/219     2.47G    0.0058  0.002485         0  0.008284         0       256    0.7686    0.9286    0.9391    0.7104   0.02659   0.01942         0
   175/219     2.47G  0.005277  0.002393         0  0.007669         0       256    0.7886    0.9286     0.939    0.6978   0.02691    0.0195         0
   176/219     2.47G  0.006878   0.00273         0  0.009608         0       256    0.7896    0.9286    0.9396    0.7028   0.02656   0.01942         0
   177/219     2.47G  0.005388  0.002337         0  0.007725         0       256    0.8008    0.9286    0.9396    0.7036   0.02643   0.01954         0
   178/219     2.47G  0.005904  0.002501         0  0.008406         0       256    0.7868    0.9643    0.9396    0.7162   0.02636   0.01938         0
   179/219     2.47G  0.005452  0.002443         0  0.007894         0       256    0.7804    0.9286    0.9379    0.7064   0.02649   0.01947         0
   180/219     2.47G  0.005871  0.002608         0  0.008478         0       256     0.792    0.9523    0.9365     0.706   0.02651   0.01944         0
   181/219     2.47G  0.005887  0.002536         0  0.008423         0       256    0.7747    0.9286    0.9363    0.7092   0.02659   0.01938         0
   182/219     2.47G  0.005522  0.002459         0  0.007981         0       256    0.7916      0.95    0.9431     0.697    0.0264   0.01915         0
   183/219     2.47G  0.004459  0.002218         0  0.006676         0       256     0.759    0.9286    0.9375    0.7017   0.02635   0.01916         0
   184/219     2.47G  0.006065  0.002583         0  0.008647         0       256    0.7375    0.9286    0.9417    0.7073   0.02656   0.01894         0
   185/219     2.47G  0.005276  0.002336         0  0.007612         0       256    0.7753    0.9286    0.9396    0.7197   0.02638   0.01888         0
   186/219     2.47G  0.004974  0.002284         0  0.007259         0       256    0.8179    0.9623    0.9441    0.7098   0.02636   0.01874         0
   187/219     2.47G  0.004681  0.002278         0  0.006958         0       256     0.796    0.9286    0.9405    0.7084   0.02629    0.0189         0
   188/219     2.47G  0.004876  0.002329         0  0.007205         0       256    0.7925    0.9548    0.9423    0.7086    0.0265   0.01907         0
   189/219     2.47G  0.004735  0.002265         0     0.007         0       256    0.7932     0.959    0.9423    0.7219   0.02664    0.0191         0
   190/219     2.47G  0.004788  0.002241         0  0.007029         0       256    0.7996    0.9643    0.9441    0.7188    0.0263   0.01884         0
   191/219     2.47G  0.005067  0.002328         0  0.007394         0       256    0.7583    0.9643    0.9422     0.721    0.0263   0.01898         0
   192/219     2.47G  0.005585  0.002473         0  0.008058         0       256    0.7765    0.9643    0.9433     0.713   0.02638   0.01912         0
   193/219     2.47G  0.004452  0.002156         0  0.006608         0       256    0.7821    0.9643    0.9416    0.7133   0.02664   0.01941         0
   194/219     2.47G  0.005001  0.002249         0  0.007249         0       256    0.7788    0.9643    0.9417    0.7063   0.02652   0.01928         0
   195/219     2.47G  0.004637  0.002183         0   0.00682         0       256     0.818    0.9632    0.9414    0.7098   0.02687   0.01953         0
   196/219     2.47G  0.005922  0.002452         0  0.008374         0       256    0.8179    0.9626    0.9406    0.7107   0.02653   0.01965         0
   197/219     2.47G  0.004185  0.002053         0  0.006239         0       256    0.7849    0.9286    0.9387    0.7085   0.02679   0.01966         0
   198/219     2.47G  0.004714  0.002223         0  0.006937         0       256    0.7853    0.9643    0.9396    0.7199   0.02631   0.01938         0
   199/219     2.47G  0.004767  0.002181         0  0.006948         0       256    0.7656    0.9336    0.9395    0.7068   0.02645   0.01932         0
   200/219     2.47G  0.005636  0.002544         0   0.00818         0       256    0.7926    0.9558    0.9405    0.7195   0.02672   0.01934         0
   201/219     2.47G  0.004577  0.002187         0  0.006764         0       256     0.765    0.9302    0.9395    0.7114   0.02664   0.01944         0
   202/219     2.47G   0.00459  0.002157         0  0.006747         0       256    0.7912    0.9643    0.9396    0.7025   0.02637   0.01927         0
   203/219     2.47G  0.003614  0.001974         0  0.005588         0       256    0.7764    0.9286    0.9355    0.6983   0.02652   0.01954         0
   204/219     2.47G  0.004248  0.002134         0  0.006382         0       256    0.7736    0.9286    0.9363    0.7205   0.02645   0.01963         0
   205/219     2.47G  0.005191  0.002262         0  0.007453         0       256    0.7732    0.9286    0.9363    0.7094    0.0266   0.01976         0
   206/219     2.47G  0.005486  0.002254         0   0.00774         0       256    0.7872    0.9643    0.9358    0.7037   0.02642   0.01952         0
   207/219     2.47G  0.004221  0.002007         0  0.006228         0       256    0.7727    0.9286    0.9356    0.7043   0.02656    0.0196         0
   208/219     2.47G  0.004493  0.002193         0  0.006687         0       256     0.791    0.9643    0.9365    0.7073   0.02666   0.01949         0
   209/219     2.47G  0.004482  0.002155         0  0.006637         0       256    0.7901    0.9643    0.9365    0.7154   0.02637   0.01945         0
   210/219     2.47G  0.004445  0.002088         0  0.006534         0       256    0.7823    0.9643     0.939    0.7018   0.02635   0.01923         0
   211/219     2.47G  0.003887  0.001998         0  0.005885         0       256    0.7738    0.9286    0.9372    0.7041   0.02636   0.01931         0
   212/219     2.47G  0.004456  0.002236         0  0.006693         0       256    0.7918    0.9512    0.9381    0.7117   0.02655   0.01933         0
   213/219     2.47G  0.004062  0.002058         0   0.00612         0       256    0.7729    0.9286    0.9379    0.7235   0.02668   0.01946         0
   214/219     2.47G  0.004435  0.002075         0   0.00651         0       256    0.8177    0.9611    0.9399    0.6991   0.02633   0.01928         0
   215/219     2.47G  0.004007  0.001961         0  0.005967         0       256    0.7362    0.9286    0.9355    0.7186    0.0263   0.01943         0
   216/219     2.47G  0.004209   0.00211         0  0.006318         0       256    0.7926    0.9555    0.9408    0.7324   0.02631   0.01941         0
   217/219     2.47G    0.0045  0.002091         0  0.006591         0       256    0.7929    0.9572    0.9406    0.7053   0.02626    0.0194         0
   218/219     2.47G  0.003998  0.001994         0  0.005992         0       256    0.8027    0.9643    0.9426    0.7036    0.0263   0.01922         0
   219/219     2.47G  0.004942  0.002286         0  0.007227         0       256    0.8165     0.954    0.9408    0.7175   0.02658   0.01939         0
